,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2890,3055,Both of us?,Joey,surprise,positive,305,9,3,15,"00:03:11,983","00:03:13,358"
2891,3056,Maybe. Does that scare ya?,Chloe,neutral,neutral,305,10,3,15,"00:03:13,735","00:03:16,028"
2892,3057,Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.,Chloe,neutral,neutral,305,11,3,15,"00:03:20,909","00:03:25,996"
2893,3058,We’ll be there.,Joey,joy,positive,305,12,3,15,"00:03:24,037","00:03:25,996"
2894,3059,"Great. I’ll ah, see ya then.",Chloe,joy,positive,305,13,3,15,"00:03:26,164","00:03:28,457"
2895,3060,"All right, rock on.",Chandler,joy,positive,305,14,3,15,"00:03:28,625","00:03:30,334"
2896,3061,"Umm, candles, champagne, yeah anniversaries are great.",Ross,joy,positive,306,0,3,17,"00:12:45,890","00:12:50,602"
2897,3062,"‘Cause you know love lasts forever, y'know.",Ross,joy,positive,306,1,3,17,"00:12:51,103","00:12:53,605"
2898,3063,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.",Ross,sadness,negative,306,2,3,17,"00:12:57,943","00:12:59,694"
2899,3064,"Oh God, Ross I am so sorry.",Carol,joy,positive,306,3,3,17,"00:13:01,238","00:13:03,782"
2900,3066,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?",Carol,neutral,neutral,306,4,3,17,"00:13:05,284","00:13:13,583"
2901,3067,"Oh yeah, I’d love that.",Ross,joy,positive,306,5,3,17,"00:13:11,332","00:13:13,583"
2902,3068,"Oh, great! Me too.",Carol,joy,positive,306,6,3,17,"00:13:13,751","00:13:14,751"
2903,3069,I guess it all started when Rachel got this new job.,Ross,neutral,neutral,306,7,3,17,"00:13:14,919","00:13:18,588"
2904,3070,And why do you care so much?,Ross,neutral,neutral,307,0,4,17,"00:04:07,330","00:04:08,664"
2905,3071,Because! You could get to live out my fantasy!,Monica,joy,positive,307,1,4,17,"00:04:08,831","00:04:12,542"
2906,3072,You had fantasies about Emily?,Ross,sadness,negative,307,2,4,17,"00:04:13,169","00:04:15,170"
2907,3073,"No! Y’know,",Monica,neutral,neutral,307,3,4,17,"00:04:16,673","00:04:18,000"
2908,3074,Is that why in junior high you were the only one that hung out with that Ukrainian kid?,Ross,neutral,neutral,307,4,4,17,"00:04:25,098","00:04:29,601"
2909,3075,"Yeah that, plus his mom used to put sour cream on everything!",Monica,neutral,neutral,307,5,4,17,"00:04:30,853","00:04:35,440"
2910,3077,Do you love her?,Monica,neutral,neutral,307,6,4,17,"00:04:37,026","00:04:38,028"
2911,3078,"We said it was only going to be two weeks, y’know?",Ross,neutral,neutral,307,7,4,17,"00:04:39,362","00:04:42,364"
2912,3079,You love her!,Monica,surprise,positive,307,8,4,17,"00:04:43,658","00:04:45,200"
2913,3080,What-what is love really?,Ross,neutral,neutral,307,9,4,17,"00:04:45,868","00:04:48,370"
2914,3081,"Ohhh, I",Monica,neutral,neutral,307,10,4,17,"00:04:48,955","00:05:07,764"
2915,3082,I am a good kisser.,Ross,neutral,neutral,307,11,4,17,"00:05:08,808","00:05:10,851"
2916,3083,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in…  I’ve been watching too much porn.",Monica,neutral,neutral,307,12,4,17,"00:05:12,186","00:05:22,237"
2917,3084,So basically this is very easy. You read from the script and try to sell as much toner as you possibly can.,Supervisor,neutral,neutral,308,0,7,13,"00:04:13,544","00:04:19,341"
2918,3085,"Okay, I can do that! Oh, by the way, I",Phoebe,joy,positive,308,1,7,13,"00:04:19,509","00:04:24,846"
2919,3086,Why don’t we do a trial run.,Supervisor,neutral,neutral,308,2,7,13,"00:04:25,014","00:04:28,141"
2920,3087,"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?",Phoebe,neutral,neutral,308,3,7,13,"00:04:28,768","00:04:37,317"
2921,3088,I’m the supply manager.,Supervisor,neutral,neutral,308,4,7,13,"00:04:37,485","00:04:39,069"
2922,3089,"Umm, okay I would like to talk to you about your toner needs.",Phoebe,neutral,neutral,308,5,7,13,"00:04:39,237","00:04:41,488"
2923,3090,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",Chandler,joy,positive,309,0,4,5,"00:11:45,121","00:12:26,161"
2924,3091,"Hey, Chandler! What are you doing here?",Kathy,surprise,positive,309,1,4,5,"00:12:26,704","00:12:29,414"
2925,3092,"Oh, I just wanted to say, ""Hey!""",Chandler,joy,positive,309,2,4,5,"00:12:31,208","00:12:32,917"
2926,3093,Hey!,Kathy,neutral,neutral,309,3,4,5,"0:12:34,003","0:12:34,555"
2927,3094,Okay.,Chandler,neutral,neutral,309,4,4,5,"0:12:34,555","0:12:37,055"
2928,3095,"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",Phoebe,neutral,neutral,310,0,4,13,"00:02:02,455","00:02:06,375"
2929,3096,"Yeah, I think I have some around here somewhere. Why?",Monica,neutral,neutral,310,1,4,13,"00:02:07,127","00:02:09,545"
2930,3097,"Well, it’s just that maternity clothes are so expensive.",Phoebe,joy,positive,310,2,4,13,"00:02:09,712","00:02:11,880"
2931,3098,"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just……throw your purses at it.",Monica,sadness,negative,310,3,4,13,"00:02:14,717","00:02:22,516"
2932,3099,Bloomingdale’s,Rachel,neutral,neutral,310,4,4,13,"00:02:23,059","00:02:25,394"
2933,3100,"Oh my God, are you out of a job?",Monica,surprise,negative,310,5,4,13,"00:02:27,021","00:02:30,315"
2934,3101,"No, but they stuck me in personal shopping. Which is just a",Rachel,sadness,negative,310,6,4,13,"00:02:27,021","00:02:32,693"
2935,3102,Okay!,Phoebe,neutral,neutral,311,0,4,9,"0:00:04,879","0:00:06,801"
2936,3103,"Come on, no peeking!",Monica,joy,positive,311,1,4,9,"0:00:06,801","0:00:07,312"
2937,3104,Our eyes are closed and we’re about to cross the street. Very good.,Chandler,joy,positive,311,2,4,9,"00:00:07,424","00:00:11,343"
2938,3105,"Okayyyyy, open up!",Phoebe,joy,positive,311,3,4,9,"00:00:11,511","00:00:13,303"
2939,3106,What did you want to show us? Because all I can see is this,Ross,neutral,neutral,311,4,4,9,"00:00:17,183","00:00:22,604"
2940,3107,"Yeah, it’s for our catering business!",Phoebe,joy,positive,311,5,4,9,"00:00:24,149","00:00:25,774"
2941,3108,I think I know that girl.,Joey,neutral,neutral,311,6,4,9,"00:00:25,942","00:00:27,985"
2942,3109,"All right, umm, we’re not gonna really keep it this way though.",Monica,joy,positive,311,7,4,9,"0:00:30,113","0:00:33,005"
2943,3110,No?,Rachel,surprise,negative,311,8,4,9,"0:00:33,005","0:00:33,762"
2944,3111,"No, we’re gonna paint over the sword, and replace it with a baguette.",Phoebe,neutral,neutral,311,9,4,9,"00:00:33,867","00:00:36,910"
2945,3112,Oh!,Rachel,surprise,positive,311,10,4,9,"00:00:37,078","00:00:38,746"
2946,3113,"And also, we don’t know what to do with this.",Phoebe,neutral,neutral,311,11,4,9,"00:00:38,913","00:00:42,166"
2947,3114,"Oh yeah, I definitely know her.",Joey,neutral,neutral,311,12,4,9,"00:00:44,961","00:00:47,212"
2948,3115,"You don’t know?! Rach, you balded my girlfriend!",Ross,neutral,neutral,312,0,3,25,"00:16:14,598","00:16:16,766"
2949,3116,"All right! Ross, do you think it’s easy for me to see you with somebody else?",Rachel,anger,negative,312,1,3,25,"00:16:16,934","00:16:23,439"
2950,3117,"Y'know, hey! You’re the one who ended it, remember?",Ross,anger,negative,312,2,3,25,"00:16:23,607","00:16:25,650"
2951,3118,"Yeah, because I was",Rachel,neutral,neutral,312,3,3,25,"00:16:25,818","00:16:29,862"
2952,3119,You still love me?,Ross,sadness,negative,312,4,3,25,"0:16:31,240","0:16:32,283"
2953,3120,Noo.,Rachel,sadness,negative,312,5,3,25,"0:16:32,283","0:16:34,132"
2954,3121,You still love me.,Ross,neutral,neutral,312,6,3,25,"00:16:35,869","00:16:37,662"
2955,3122,"Oh, y-yeah, so, you-you love me!",Rachel,surprise,positive,312,7,3,25,"00:16:37,830","00:16:40,331"
2956,3123,"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together?",Ross,surprise,positive,312,8,3,25,"00:16:45,629","00:16:50,049"
2957,3124,Noo!,Rachel,anger,negative,312,9,3,25,"0:16:50,217","0:16:50,301"
2958,3125,Maybe!,Rachel,surprise,positive,312,10,3,25,"0:16:50,301","0:16:52,780"
2959,3126,"I, I don’t know.",Rachel,neutral,neutral,312,11,3,25,"00:16:52,886","00:16:54,512"
2960,3127,"Ross, I still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I feel so...",Rachel,sadness,negative,312,12,3,25,"00:16:56,890","00:17:07,442"
2961,3128,What?!,Ross,sadness,negative,312,13,3,25,"00:17:07,609","00:17:08,735"
2962,3129,"I just, I feel, I-I just...",Rachel,neutral,neutral,312,14,3,25,"00:17:09,862","00:17:15,575"
2963,3130,What?,Ross,neutral,neutral,312,15,3,25,"00:17:13,323","00:17:15,575"
2964,3131,I feel...,Rachel,neutral,neutral,312,16,3,25,"00:17:16,201","00:17:17,702"
2965,3132,"Noo!! I don’t care! I’m not, I’m not gonna playing one-on-one strip poker with you for practice!",Chandler,anger,negative,312,17,3,25,"00:17:25,669","00:17:31,799"
2966,3133,But I made cards!!,Joey,sadness,negative,312,18,3,25,"00:17:31,967","00:17:34,052"
2967,3134,Well! Good night.  I’m going upstairs.,Rachel,neutral,neutral,312,19,3,25,"00:17:35,179","00:17:41,100"
2968,3135,Good night.,Joey,neutral,neutral,312,20,3,25,"00:17:41,351","00:17:43,227"
2969,3136,Wanna play strip poker for practice?,Joey,sadness,negative,312,21,3,25,"00:17:50,110","00:17:52,320"
2970,3137,What are you doing?,Joey,neutral,neutral,313,0,6,1,"00:21:29,705","00:21:30,746"
2971,3138,The key’s stuck in the lock.,Chandler,neutral,neutral,313,1,6,1,"00:21:30,956","00:21:32,456"
2972,3139,I can fix it. Hold on.  Look out. Look out.,Joey,neutral,neutral,313,2,6,1,"00:21:32,666","00:21:37,753"
2973,3140,It still doesn’t work.,Chandler,joy,positive,313,3,6,1,"00:21:44,052","00:21:45,261"
2974,3142,"Isn’t it incredible?! Monica and Chandler, gettin’ married.",Rachel,joy,positive,314,0,6,25,"00:02:29,232","00:02:34,611"
2975,3143,"I know, they’re gonna be",Phoebe,joy,positive,314,1,6,25,"00:02:34,863","00:02:37,906"
2976,3144,"Ohh… I mean two best friends falling in love, how often does that happen?",Rachel,joy,positive,314,2,6,25,"00:02:38,324","00:02:41,034"
2977,3145,Not,Phoebe,neutral,neutral,314,3,6,25,"00:02:41,286","00:02:43,245"
2978,3146,No! I’m so happy for them!,Rachel,joy,positive,314,4,6,25,"00:02:44,247","00:02:45,831"
2979,3147,Me too! So happy for them!,Phoebe,joy,positive,314,5,6,25,"00:02:46,082","00:02:48,500"
2980,3149,"Oh no! No God, definitely not jealous!",Phoebe,neutral,neutral,314,7,6,25,"00:02:52,172","00:02:56,008"
2981,3150,"I mean I’m probably 98% happy, maybe 2% jealous. And I mean what’s 2%? That’s nothing.",Rachel,neutral,neutral,314,8,6,25,"00:03:05,018","00:03:06,518"
2982,3151,Totally. I’m like 90/10.,Phoebe,joy,positive,314,9,6,25,"00:03:06,769","00:03:13,400"
2983,3152,Yeah me too.,Rachel,neutral,neutral,314,10,6,25,"00:03:10,982","00:03:13,400"
2984,3153,"Hey uh, have you guys scene Chandler?",Joey,neutral,neutral,314,11,6,25,"00:03:17,530","00:03:20,365"
2985,3154,"Wh—no, but y’know who did stop in here looking for ya, Tennille.",Rachel,neutral,neutral,314,12,6,25,"00:03:23,953","00:03:28,081"
2986,3155,Remember that guy from cooking school I told you about that put cilantro with everything?,Monica,neutral,neutral,315,0,4,9,"00:01:38,056","00:01:41,308"
2987,3156,"Oh sure, Cilantro Larry.",Phoebe,neutral,neutral,315,1,4,9,"00:01:41,476","00:01:43,310"
2988,3157,"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,positive,315,2,4,9,"00:01:44,145","00:01:47,606"
2989,3158,"Wow, Monica! What an amazing opportunity to influence… dozens of people.",Monica,joy,positive,315,3,4,9,"00:01:47,774","00:01:54,321"
2990,3159,"How could you say yes, what about our catering business?",Phoebe,anger,negative,315,4,4,9,"00:01:56,950","00:01:59,159"
2991,3160,"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a",Monica,neutral,neutral,315,5,4,9,"00:01:59,327","00:02:03,956"
2992,3161,Yay!!,All,joy,positive,315,6,4,9,"00:02:04,124","00:02:05,290"
2993,3162,"Oh, in that case——Yay!  That was me hopping on board.",Phoebe,joy,positive,315,7,4,9,"00:02:05,458","00:02:13,006"
2994,3163,Oh.,Monica,joy,positive,315,8,4,9,"00:02:12,000","00:02:13,006"
2995,3164,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",Chandler,joy,positive,315,9,4,9,"00:02:13,883","00:02:19,680"
2996,3165,Hello.,Joey,neutral,neutral,316,0,4,8,"00:00:04,379","00:00:05,421"
2997,3166,"Hey, it’s me.",Chandler,neutral,neutral,316,1,4,8,"00:00:05,588","00:00:07,000"
2998,3167,"I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.",Chandler,sadness,negative,316,2,4,8,"00:00:05,588","00:00:11,552"
2999,3169,Hello.,Joey,neutral,neutral,316,3,4,8,"00:00:16,516","00:00:18,100"
3000,3170,"Look I never should have kissed your girlfriend, but I’m",Chandler,fear,negative,316,4,4,8,"00:00:19,019","00:00:22,187"
3001,3171,Stop callin’!!,Joey,anger,negative,316,5,4,8,"00:00:26,067","00:00:27,109"
3002,3172,"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,joy,positive,316,6,4,8,"00:00:27,277","00:00:34,283"
3003,3173,All right!,Joey,neutral,neutral,316,7,4,8,"00:00:34,451","00:00:35,701"
3004,3174,"What is the name of your roommate who is very, very sorry and would do anything",Voice,neutral,neutral,316,8,4,8,"00:00:35,869","00:00:41,874"
3005,3175,Joseph Francis Tribbiani are you home yet?!!,Phoebe,neutral,neutral,317,0,7,11,"00:03:26,247","00:03:30,375"
3006,3176,"Umm, I think he’s still out. What’s wrong?",Rachel,joy,positive,317,1,7,11,"00:03:30,543","00:03:32,586"
3007,3177,"Well, I’ll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",Phoebe,neutral,neutral,317,2,7,11,"00:03:32,754","00:03:38,342"
3008,3178,"""Pheebs, can’t make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",Rachel,anger,negative,317,3,7,11,"00:03:39,093","00:03:44,139"
3009,3179,Oh that’s a nickname we were trying out.,Phoebe,neutral,neutral,317,4,7,11,"00:03:45,266","00:03:48,060"
3010,3180,"Hey, y’know what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,317,5,7,11,"0:03:48,228","0:03:51,750"
3011,3181,Hey!,Joey,joy,positive,317,6,7,11,"0:03:51,750","0:03:52,581"
3012,3182,Oh! Here’s Joseph Francis!,Phoebe,joy,positive,317,7,7,11,"00:03:55,401","00:03:58,195"
3013,3183,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Joey,surprise,negative,317,8,7,11,"00:03:58,363","00:04:03,408"
3014,3184,So what?! That doesn’t give you the right to ditch me!,Phoebe,anger,negative,317,9,7,11,"00:04:03,576","00:04:05,953"
3015,3185,"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,negative,317,10,7,11,"00:04:06,120","00:04:10,332"
3016,3186,"Phoebe he’s right, that is the rule.",Ross,neutral,neutral,317,11,7,11,"00:04:10,500","00:04:12,292"
3017,3187,I don’t accept this rule.,Phoebe,anger,negative,317,12,7,11,"00:04:12,460","00:04:13,752"
3018,3188,"When we make plans, I expect you to show up.",Phoebe,anger,negative,317,13,7,11,"00:04:13,920","00:04:16,338"
3019,3189,"Okay, I can’t just be a way to kill time ‘til you meet someone better!",Phoebe,anger,negative,317,14,7,11,"00:04:16,506","00:04:19,758"
3020,3190,"Y’know boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,317,15,7,11,"00:04:19,926","00:04:24,638"
3021,3191,Did you know he was in there?,Rachel,neutral,neutral,318,0,7,10,"00:01:26,294","00:01:28,629"
3022,3192,No.,Monica,neutral,neutral,318,1,7,10,"00:01:27,629","00:01:28,629"
3023,3193,How long have we been home?,Chandler,neutral,neutral,318,2,7,10,"0:01:30,215","0:01:31,567"
3024,3194,About a half an hour.,Monica,neutral,neutral,318,3,7,10,"0:01:31,567","0:01:32,947"
3025,3195,Love,Chandler,neutral,neutral,318,4,7,10,"00:01:33,051","00:01:34,053"
3026,3196,"Lights.  Uh, romantic lights.",Pete,neutral,neutral,319,0,3,23,"00:17:35,387","00:17:40,058"
3027,3197,"Ooh, nice.",Monica,joy,positive,319,1,3,23,"00:17:40,476","00:17:42,977"
3028,3198,"So ah, there was this thing I wanted to talk to you about.",Pete,neutral,neutral,319,2,3,23,"00:17:43,145","00:17:46,564"
3029,3199,"Oh, right! I completely forgot about that.",Monica,neutral,neutral,319,3,3,23,"00:17:47,024","00:17:50,610"
3030,3200,"Well ah, I’ve been doing a lot of thinking, and I look at my life",Pete,neutral,neutral,319,4,3,23,"00:17:53,489","00:17:59,494"
3031,3201,Yeah?,Monica,neutral,neutral,319,5,3,23,"00:17:57,951","00:17:59,494"
3032,3202,"And I feel like I’ve conquered the business world, and I feel like I’ve conquered the intellectual world, and now I-I have the most beautiful woman in the world.",Pete,anger,negative,319,6,3,23,"00:17:59,661","00:18:10,630"
3033,3203,Wow.,Monica,surprise,positive,319,7,3,23,"00:18:12,216","00:18:13,591"
3034,3204,There’s one thing missing.,Pete,sadness,negative,319,8,3,23,"00:18:14,676","00:18:16,385"
3035,3205,What’s that?,Monica,neutral,neutral,319,9,3,23,"00:18:17,679","00:18:18,930"
3036,3206,It’s time for me to conquer the physical world.,Pete,neutral,neutral,319,10,3,23,"00:18:20,516","00:18:23,559"
3037,3207,Okay.,Monica,neutral,neutral,319,11,3,23,"00:18:26,063","00:18:27,563"
3038,3208,"Monica, I want to become  the Ultimate Fighting Champion.",Pete,neutral,neutral,319,12,3,23,"00:18:28,857","00:18:38,241"
3039,3209,You wanna what?!,Monica,surprise,negative,319,13,3,23,"00:18:36,532","00:18:38,241"
3040,3210,"I want to become the Ultimate Fighting Champion! It’s the most intense physical competition in the world, it’s banned in 49 states!",Pete,joy,positive,319,14,3,23,"00:18:39,034","00:18:45,957"
3041,3211,What are you talking about?,Monica,surprise,negative,319,15,3,23,"00:18:46,542","00:18:48,376"
3042,3212,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I’ve even had my own octagon training ring designed.",Pete,neutral,neutral,319,16,3,23,"00:18:48,544","00:18:56,592"
3043,3213,And I suppose you used a ring designer for that.,Monica,joy,positive,319,17,3,23,"00:18:56,760","00:18:59,679"
3044,3214,Yeah.,Pete,neutral,neutral,319,18,3,23,"00:19:00,055","00:19:01,389"
3045,3215,"Monica, I want you there in the front row when I win.",Pete,joy,positive,319,19,3,23,"00:19:02,307","00:19:05,810"
3046,3216,I want you close enough to smell the blood.,Pete,joy,positive,319,20,3,23,"00:19:05,978","00:19:08,479"
3047,3217,What do you think?,Pete,neutral,neutral,319,21,3,23,"00:19:10,482","00:19:12,150"
3048,3218,My parents will be so happy.,Monica,disgust,negative,319,22,3,23,"00:19:13,402","00:19:15,653"
3049,3219,Okay to come in?,Chandler,neutral,neutral,320,0,6,16,"00:19:56,653","00:20:00,156"
3050,3220,"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",Monica,neutral,neutral,320,1,6,16,"00:19:56,653","00:20:02,366"
